hospital,patient_count,total_billing,average_billing,average_age,average_length_of_stay,hospital_rank
Inc Butler,7,180913.24222411722,25844.748889159604,39.142857142857146,7.0,31
Inc Cruz,7,164307.80494566675,23472.543563666677,48.142857142857146,13.714285714285714,31
Inc Ellis,7,119400.87244983847,17057.267492834068,41.42857142857143,20.714285714285715,31
Inc Harper,7,207185.89470908942,29597.984958441346,43.0,18.571428571428573,31
Inc King,7,177969.23084248483,25424.17583464069,58.42857142857143,10.571428571428571,31
Inc Morales,7,164598.04838738233,23514.00691248319,53.57142857142857,22.0,31
Inc Phillips,7,206053.09650039795,29436.156642913993,48.714285714285715,8.857142857142858,31
Inc Price,7,213762.03366800788,30537.433381143983,53.0,18.0,31
Inc Ross,7,156626.5166898137,22375.216669973386,62.42857142857143,19.857142857142858,31
Inc White,7,199245.08928416888,28463.5841834527,63.857142857142854,15.571428571428571,31
Inc Wood,7,174343.1876583402,24906.169665477173,45.0,20.571428571428573,31
Jones-Rodriguez,7,206549.78090627748,29507.11155803964,61.857142857142854,15.571428571428571,31
King Inc,7,178065.17089483183,25437.881556404547,50.42857142857143,15.714285714285714,31
LLC Carter,7,120490.2576246834,17212.893946383345,49.57142857142857,7.714285714285714,31
LLC Freeman,7,184458.8019111191,26351.25741587416,47.714285714285715,13.857142857142858,31
LLC Gonzalez,7,193128.63162735084,27589.804518192977,57.285714285714285,14.0,31
LLC Howard,7,180940.96538313013,25848.70934044716,38.0,17.714285714285715,31
LLC Lee,7,214500.6746009856,30642.953514426514,49.857142857142854,18.428571428571427,31
LLC Lewis,7,227612.26997661032,32516.038568087188,46.42857142857143,11.142857142857142,31
LLC Reyes,7,202421.37279449316,28917.33897064188,63.57142857142857,15.285714285714286,31
LLC Robinson,7,240355.1446897817,34336.449241397386,45.857142857142854,14.571428571428571,31
LLC Turner,7,190124.86733252893,27160.695333218417,50.142857142857146,16.285714285714285,31
LLC Ward,7,194220.70135967695,27745.81447995385,61.285714285714285,20.714285714285715,31
Lee Inc,7,121363.2625996302,17337.608942804312,54.57142857142857,16.571428571428573,31
Lewis Inc,7,177377.07480675977,25339.582115251396,52.142857142857146,16.714285714285715,31
Lewis LLC,7,118215.33411842465,16887.904874060663,53.857142857142854,15.428571428571429,31
Long LLC,7,230442.10984515643,32920.30140645092,49.142857142857146,15.857142857142858,31
Lopez Ltd,7,144970.22420290194,20710.032028985992,45.57142857142857,15.571428571428571,31
Ltd Adams,7,109704.34981334819,15672.049973335455,48.0,22.285714285714285,31
Ltd Allen,7,229579.62208469026,32797.08886924147,46.42857142857143,17.142857142857142,31
Ltd Hansen,7,121034.20219920609,17290.600314172298,52.57142857142857,14.571428571428571,31
Ltd Murphy,7,215188.17139521043,30741.167342172917,60.714285714285715,13.142857142857142,31
Ltd Perez,7,172930.3317865487,24704.3331123641,47.142857142857146,17.857142857142858,31
Ltd Peterson,7,164976.45918699022,23568.06559814146,55.714285714285715,16.571428571428573,31
Ltd Phillips,7,198845.3286429766,28406.475520425225,49.57142857142857,12.142857142857142,31
Ltd Ramirez,7,175747.27353633946,25106.75336233421,48.42857142857143,18.0,31
Ltd Reed,7,225171.835751675,32167.405107382143,52.857142857142854,17.285714285714285,31
Ltd Scott,7,236823.39923958725,33831.91417708389,35.42857142857143,14.142857142857142,31
Ltd Walker,7,115580.94457412054,16511.56351058865,53.714285714285715,19.142857142857142,31
Ltd West,7,231280.00157091315,33040.000224416166,42.714285714285715,21.428571428571427,31
Ltd White,7,171601.43249411508,24514.490356302154,40.42857142857143,12.285714285714286,31
Morales Group,7,163112.0018825712,23301.71455465303,52.714285714285715,17.142857142857142,31
Murphy LLC,7,211886.22329106665,30269.46047015238,58.714285714285715,14.714285714285714,31
Nguyen PLC,7,185286.14830338856,26469.44975762694,44.142857142857146,12.571428571428571,31
PLC Cruz,7,147046.42687218386,21006.63241031198,30.714285714285715,11.714285714285714,31
PLC Gonzalez,7,203573.41678028766,29081.916682898238,43.714285714285715,15.571428571428571,31
PLC Hernandez,7,175521.23734956124,25074.462478508747,53.142857142857146,20.714285714285715,31
PLC Martin,7,162054.54662047586,23150.649517210837,50.714285714285715,14.571428571428571,31
PLC Morales,7,163858.780081609,23408.397154515573,48.57142857142857,14.285714285714286,31
PLC Perez,7,208384.36030171823,29769.19432881689,47.57142857142857,11.428571428571429,31
PLC Roberts,7,192925.98190095613,27560.854557279446,44.57142857142857,13.285714285714286,31
PLC Scott,7,192969.48501781432,27567.06928825919,62.857142857142854,17.857142857142858,31
PLC Shaw,7,90663.32924639517,12951.904178056453,49.857142857142854,12.0,31
PLC Wells,7,234162.3431481886,33451.76330688409,41.57142857142857,14.428571428571429,31
Perry Group,7,165735.33508241383,23676.47644034483,34.714285714285715,15.571428571428571,31
Phillips Inc,7,224950.92581991677,32135.846545702396,61.714285714285715,16.285714285714285,31
Robinson LLC,7,184700.40840034865,26385.772628621235,60.857142857142854,18.857142857142858,31
Rodriguez LLC,7,150096.63040351542,21442.375771930772,42.285714285714285,15.571428571428571,31
Ross Group,7,131482.6706687091,18783.23866695844,54.714285714285715,14.857142857142858,31
Smith-Davis,7,178928.315016348,25561.187859478287,48.42857142857143,13.142857142857142,31
Smith-Smith,7,170218.7935258682,24316.97050369546,57.57142857142857,20.142857142857142,31
Smith-Wilson,7,184485.25294338944,26355.036134769918,47.285714285714285,14.571428571428571,31
Sons and Miller,7,143444.93409885894,20492.133442694136,41.0,13.571428571428571,31
Stewart Group,7,173054.51399235887,24722.073427479838,46.42857142857143,20.142857142857142,31
Taylor LLC,7,87740.8546344533,12534.407804921899,60.142857142857146,18.142857142857142,31
Thomas Ltd,7,205453.56168831192,29350.50881261599,34.42857142857143,19.142857142857142,31
Thompson Sons and,7,168853.2961115408,24121.89944450583,60.285714285714285,13.142857142857142,31
Torres Group,7,110361.34082132169,15765.905831617385,34.285714285714285,19.142857142857142,31
Walker Group,7,203905.2402349008,29129.320033557255,49.714285714285715,16.571428571428573,31
White LLC,7,191490.83951269262,27355.834216098945,56.857142857142854,16.285714285714285,31
White Ltd,7,209805.07648044708,29972.15378292101,55.714285714285715,18.142857142857142,31
Wiley LLC,7,146506.96154626558,20929.565935180795,48.285714285714285,10.571428571428571,31
Williams Sons and,7,183780.0146773067,26254.287811043814,48.285714285714285,18.857142857142858,31
Williams-Garcia,7,124547.3448672557,17792.477838179384,43.142857142857146,17.428571428571427,31
Wood Group,7,182631.04951320426,26090.149930457752,58.714285714285715,16.285714285714285,31
Wright Group,7,191590.04080541676,27370.005829345253,64.28571428571429,15.0,31
and Sons Rodriguez,7,96140.92072020187,13734.417245743125,44.57142857142857,18.0,31
Allen LLC,6,75101.79582896025,12516.965971493375,53.0,10.5,32
Baker Group,6,97478.55550233925,16246.425917056542,60.333333333333336,15.0,32
Baker Inc,6,90467.35780575838,15077.892967626396,53.166666666666664,18.833333333333332,32
Bennett PLC,6,199590.37355716425,33265.062259527374,43.166666666666664,7.0,32
Bowman Ltd,6,120819.07418762146,20136.512364603575,43.833333333333336,14.166666666666666,32
Carter Ltd,6,123655.79631005912,20609.299385009854,39.666666666666664,15.5,32
Castillo Ltd,6,117778.46962355362,19629.744937258936,37.333333333333336,6.333333333333333,32
Cole Ltd,6,144717.18468721214,24119.530781202022,36.5,16.5,32
Collins LLC,6,113869.5227137503,18978.25378562505,49.333333333333336,15.666666666666666,32
Cox PLC,6,123429.38062622893,20571.563437704823,60.166666666666664,17.166666666666668,32
Diaz Inc,6,163738.97394086287,27289.82899014381,58.0,18.833333333333332,32
Edwards PLC,6,161924.96501422965,26987.494169038273,72.83333333333333,11.833333333333334,32
Evans Group,6,196176.95534514988,32696.159224191648,43.666666666666664,14.333333333333334,32
Evans Inc,6,88707.62166017698,14784.603610029497,46.333333333333336,11.833333333333334,32
Evans Ltd,6,169969.0854174924,28328.1809029154,47.5,15.0,32
Franklin Group,6,188101.67537140843,31350.279228568073,59.0,5.5,32
Gibson Ltd,6,161343.30494519832,26890.55082419972,63.166666666666664,16.5,32
Gonzalez PLC,6,113348.71906364584,18891.453177274307,45.666666666666664,10.333333333333334,32
Gonzalez Sons and,6,178862.57627507707,29810.42937917951,59.833333333333336,16.666666666666668,32
Griffin Group,6,189529.11672639902,31588.186121066505,59.833333333333336,13.333333333333334,32
Group Barnes,6,190348.35195203696,31724.725325339492,55.0,10.5,32
Group Fisher,6,143989.048785947,23998.174797657834,54.666666666666664,13.166666666666666,32
Group Hill,6,115459.97254454077,19243.32875742346,51.333333333333336,19.0,32
Group Ortiz,6,136507.8043417847,22751.300723630786,51.833333333333336,14.5,32
Group Owens,6,121738.82281688783,20289.803802814637,53.833333333333336,16.0,32
Hansen PLC,6,226579.46708644327,37763.24451440721,40.0,13.833333333333334,32
Harvey PLC,6,138471.50400870678,23078.58400145113,49.833333333333336,11.666666666666666,32
Hayes Inc,6,137323.48548040385,22887.24758006731,51.166666666666664,17.0,32
Hernandez Group,6,118078.07156213623,19679.678593689372,48.333333333333336,15.5,32
Inc Burns,6,153645.71543248626,25607.61923874771,49.5,12.5,32
Inc Freeman,6,160276.44391985715,26712.740653309524,47.833333333333336,18.0,32
Inc Gonzales,6,167566.51818158082,27927.75303026347,56.0,20.666666666666668,32
Inc Mckee,6,180225.37225155218,30037.562041925365,41.5,7.166666666666667,32
Inc Morgan,6,206979.35965568817,34496.559942614695,43.166666666666664,16.0,32
Inc Parker,6,64218.19179078005,10703.031965130009,51.833333333333336,11.833333333333334,32
Inc Powell,6,179983.39367189322,29997.23227864887,48.833333333333336,14.333333333333334,32
Inc Sanchez,6,97146.07196923507,16191.011994872511,47.666666666666664,14.666666666666666,32
Inc Schmidt,6,106331.70173235744,17721.95028872624,44.5,17.0,32
Inc Walker,6,197968.33938836906,32994.72323139484,54.666666666666664,13.333333333333334,32
Johnson-Williams,6,212275.65960388596,35379.27660064766,41.333333333333336,13.333333333333334,32
Jones-Williams,6,158879.9699327867,26479.994988797785,48.666666666666664,15.5,32
Kim Inc,6,145679.9954188228,24279.999236470467,49.0,13.166666666666666,32
LLC Baker,6,181528.04167321126,30254.673612201877,56.5,14.5,32
LLC Bell,6,183542.79607108366,30590.46601184728,46.5,22.833333333333332,32
LLC Bennett,6,220415.88709562132,36735.98118260355,58.0,10.0,32
LLC Brooks,6,142863.92845860837,23810.654743101393,52.0,24.666666666666668,32
LLC Daniels,6,189733.59912555528,31622.26652092588,50.666666666666664,14.333333333333334,32
LLC Edwards,6,158619.95607002245,26436.659345003744,73.33333333333333,16.5,32
LLC Evans,6,157746.16163024434,26291.026938374056,48.5,11.166666666666666,32
LLC Hall,6,153035.77560121752,25505.96260020292,68.83333333333333,10.166666666666666,32
LLC Mitchell,6,177138.34777147995,29523.057961913324,58.0,21.166666666666668,32
LLC Myers,6,108067.70323792346,18011.283872987242,33.666666666666664,10.5,32
LLC Stewart,6,191862.60048146162,31977.100080243603,45.0,26.0,32
LLC Stone,6,127672.66472302632,21278.77745383772,50.0,11.5,32
Lewis Group,6,147397.40415465977,24566.23402577663,38.666666666666664,17.166666666666668,32
Ltd Austin,6,220179.01243997476,36696.502073329124,42.0,20.666666666666668,32
Ltd Baker,6,143354.64929215374,23892.44154869229,59.833333333333336,13.833333333333334,32
Ltd Carter,6,232442.85806467145,38740.47634411191,58.333333333333336,13.5,32
Ltd Estrada,6,151209.26847742684,25201.544746237807,47.0,19.0,32
Ltd Hale,6,168829.66667543372,28138.277779238953,39.833333333333336,21.0,32
Ltd King,6,124266.80350512461,20711.13391752077,50.166666666666664,9.5,32
Ltd Reyes,6,89768.46675782092,14961.411126303487,56.0,24.166666666666668,32
Ltd Rivera,6,147358.93432973477,24559.82238828913,45.166666666666664,11.666666666666666,32
Ltd Spencer,6,60624.538570546036,10104.089761757672,69.0,8.333333333333334,32
Ltd Stevens,6,161916.855500721,26986.1425834535,61.666666666666664,13.833333333333334,32
Ltd Turner,6,181204.656717224,30200.77611953733,54.333333333333336,12.0,32
Ltd Wilson,6,131155.23180044774,21859.205300074624,40.5,9.166666666666666,32
Martinez Group,6,206952.1098773412,34492.0183128902,44.833333333333336,15.5,32
Matthews Group,6,139259.77342902657,23209.962238171094,46.166666666666664,20.666666666666668,32
Miller-Smith,6,167685.76413612196,27947.627356020326,47.166666666666664,16.833333333333332,32
Mitchell Ltd,6,152151.99238105185,25358.665396841974,49.166666666666664,18.5,32
Molina Group,6,150707.28498855847,25117.880831426413,55.333333333333336,17.333333333333332,32
Moore Sons and,6,89472.6203011702,14912.103383528367,45.666666666666664,13.333333333333334,32
Murray PLC,6,143214.09302036202,23869.01550339367,52.666666666666664,17.0,32
Myers PLC,6,92420.59540647618,15403.43256774603,54.0,13.166666666666666,32
Nelson Group,6,150878.02896569553,25146.338160949254,68.5,11.166666666666666,32
Obrien PLC,6,85047.10377450011,14174.517295750018,52.166666666666664,19.0,32
PLC Fisher,6,125297.64476168965,20882.94079361494,55.666666666666664,18.0,32
PLC Gutierrez,6,151520.51123715247,25253.418539525414,40.333333333333336,17.0,32
PLC Martinez,6,124589.24157943738,20764.873596572896,52.333333333333336,9.833333333333334,32
PLC Mason,6,165792.9169633239,27632.15282722065,44.833333333333336,17.666666666666668,32
PLC Meyer,6,84763.52376147591,14127.253960245986,51.666666666666664,16.0,32
PLC Morris,6,136441.52869717017,22740.254782861695,58.0,16.666666666666668,32
PLC Obrien,6,159352.76291350837,26558.79381891806,55.666666666666664,8.833333333333334,32
Palmer Inc,6,117813.27035772793,19635.545059621323,52.833333333333336,13.666666666666666,32
Parker Group,6,173567.70299612186,28927.950499353643,54.833333333333336,14.5,32
Parker Sons and,6,129332.26333164144,21555.37722194024,45.666666666666664,17.0,32
Perez Inc,6,67577.50774828251,11262.917958047086,55.833333333333336,15.833333333333334,32
Perez and Sons,6,164189.2453326916,27364.874222115264,48.5,10.333333333333334,32
Ramirez Inc,6,202892.08430594677,33815.347384324465,57.5,14.833333333333334,32
Reynolds and Sons,6,196581.56155904284,32763.593593173806,67.66666666666667,20.166666666666668,32
Russell LLC,6,78586.92793807565,13097.821323012608,51.5,17.833333333333332,32
Sanchez LLC,6,151210.62235000846,25201.770391668077,50.666666666666664,13.666666666666666,32
Scott Inc,6,183197.3772872042,30532.896214534034,39.833333333333336,14.333333333333334,32
Scott Ltd,6,111148.22572559534,18524.704287599223,40.666666666666664,17.5,32
Scott PLC,6,140263.7609827422,23377.2934971237,55.666666666666664,15.166666666666666,32
Silva Group,6,41957.27939795382,6992.879899658969,46.666666666666664,19.0,32
Sons Hunt and,6,184724.66126922343,30787.443544870574,64.66666666666667,19.333333333333332,32
Sons Jones and,6,186493.26166046868,31082.21027674478,54.333333333333336,10.666666666666666,32
Sons Martin and,6,188324.11474692714,31387.35245782119,43.666666666666664,14.333333333333334,32
Sons and Jackson,6,119299.49849812414,19883.24974968736,56.666666666666664,16.666666666666668,32
Stewart LLC,6,77625.81912190952,12937.636520318252,60.166666666666664,19.666666666666668,32
Stewart PLC,6,125046.46484626656,20841.077474377762,43.833333333333336,16.833333333333332,32
Stone Inc,6,163249.50005661196,27208.250009435327,48.5,25.0,32
Thomas Group,6,180937.51207655395,30156.252012758992,49.5,14.166666666666666,32
Thomas PLC,6,88800.63051588283,14800.105085980473,52.333333333333336,17.666666666666668,32
Thompson Inc,6,94464.19076412224,15744.031794020373,63.0,18.833333333333332,32
Torres Inc,6,116050.441608627,19341.740268104502,58.666666666666664,12.333333333333334,32
Tran LLC,6,130051.65184480387,21675.275307467313,56.0,19.0,32
Walker and Sons,6,165862.21486078383,27643.702476797305,37.666666666666664,9.833333333333334,32
White PLC,6,181482.1326197115,30247.022103285253,43.666666666666664,10.0,32
Williams-Jones,6,181049.43007296638,30174.905012161063,50.333333333333336,14.166666666666666,32
Wood Inc,6,138506.39085705308,23084.398476175513,50.333333333333336,12.333333333333334,32
Wright Inc,6,151153.68359772232,25192.280599620386,53.0,17.0,32
Wright LLC,6,145131.0697204206,24188.5116200701,56.0,17.0,32
Wright PLC,6,167634.914893269,27939.1524822115,54.0,10.5,32
Young Group,6,202339.45173196652,33723.24195532775,47.166666666666664,13.666666666666666,32
Young Inc,6,135158.19921701346,22526.36653616891,49.5,15.333333333333334,32
Young LLC,6,91977.5610275143,15329.593504585717,51.0,16.0,32
and Campbell Sons,6,139301.0918290063,23216.848638167718,52.0,16.166666666666668,32
and Sons Lee,6,162874.59175108236,27145.76529184706,56.833333333333336,14.166666666666666,32
and Sons Miller,6,118536.91202057642,19756.152003429404,57.0,19.5,32
Adams Ltd,5,72446.1227133073,14489.224542661459,41.2,20.2,33
Alvarado LLC,5,156719.43235099647,31343.886470199293,37.0,18.2,33
Alvarez-Smith,5,125521.10290157882,25104.220580315763,57.0,9.4,33
Armstrong LLC,5,117004.39120016478,23400.87824003296,49.6,19.2,33
